#,Name,Team,G,PA,AB,H,HR,R,BB,HBP,OBP,SLG,wOBA,wRC+,ADP
1333,Jose Ramos,SFG,83,315,281,57,4,41,26,5,0.28,0.295,0.254,62,999
1334,Cade Fergus,PHI,104,348,305,56,13,43,28,10,0.272,0.348,0.273,71,999
1335,Daniel Vellojin,TBR,79,293,260,47,5,22,27,3,0.265,0.273,0.236,46,999
1336,Casey Yamauchi,ATH,117,459,424,104,1,36,16,12,0.29,0.3,0.248,53,999
1337,Curtis Washington Jr.,SEA,97,354,322,63,3,41,22,5,0.256,0.276,0.233,52,999
1338,Cole Fontenelle,LAA,107,420,377,72,10,43,28,12,0.267,0.313,0.255,59,999
1339,Jamie Westbrook,,99,381,339,78,6,35,31,7,0.305,0.33,0.274,72,999
1340,Cade Doughty,TOR,109,413,380,85,7,37,21,5,0.271,0.326,0.256,62,999
1341,Chadwick Tromp,ATL,68,251,231,46,5,20,17,1,0.255,0.303,0.237,47,999
1342,Justin Wishkoski,,105,385,346,77,4,42,23,13,0.295,0.303,0.265,70,999
1343,Drew Ellis,,86,335,296,57,9,32,34,4,0.284,0.334,0.266,70,999
1344,Patrick Lee,DET,103,360,320,59,6,38,32,7,0.272,0.291,0.247,54,999
1345,Travis Honeyman,STL,92,387,339,77,2,49,32,13,0.315,0.301,0.276,76,999
1346,Chandler Seagle,,57,190,176,30,1,13,8,3,0.218,0.227,0.186,12,999
1347,Rainer Nunez,,107,423,392,97,11,42,26,3,0.298,0.375,0.28,78,999
1348,Austin Murr,PHI,96,369,329,71,7,41,30,6,0.291,0.34,0.271,70,999
1349,Lamar King Jr.,SDP,106,450,409,93,5,46,30,9,0.293,0.328,0.268,73,999
1350,Aaron Bracho,,93,371,339,69,10,34,25,4,0.264,0.336,0.26,64,999
1351,Christopher Familia,,63,255,233,49,9,32,17,4,0.275,0.382,0.277,76,999
1352,Colby Smelley,,63,254,230,51,2,19,17,5,0.289,0.296,0.248,55,999
1353,Alex De Jesus,,98,397,360,76,6,40,32,3,0.28,0.319,0.26,64,999
1354,Carter Frederick,KCR,108,434,394,87,3,54,34,5,0.29,0.322,0.269,67,999
1355,Gavin Sheets,SDP,123,423,382,89,14,37,35,3,0.3,0.393,0.296,92,999
1356,Konner Piotto,,59,205,180,37,2,18,17,5,0.289,0.278,0.253,60,999
1357,Colton Becker,KCR,109,394,335,75,1,38,35,3,0.301,0.278,0.261,61,999
1358,David Fry,CLE,104,325,287,62,10,33,27,7,0.296,0.376,0.285,82,999
1359,Dominic Pitelli,CIN,116,417,377,77,3,41,32,3,0.271,0.279,0.242,46,999
1360,Nick Podkul,,68,257,224,42,5,25,28,5,0.292,0.29,0.259,63,999
1361,Yoyner Fajardo,,95,374,342,79,3,40,26,3,0.29,0.304,0.262,72,999
1362,Elis Cuevas,BAL,96,373,330,71,7,47,27,10,0.293,0.315,0.272,73,999
1363,Adam Zebrowski,ATL,90,365,335,70,8,31,24,4,0.268,0.325,0.253,59,999
1364,Diego Cartaya,,88,361,323,62,10,38,29,7,0.271,0.322,0.253,61,999
1365,Eliezer Alfonzo,LAD,84,323,303,70,5,33,15,2,0.27,0.317,0.247,55,999
1366,Chase Adkison,STL,50,184,160,36,2,17,17,4,0.311,0.306,0.274,75,999
1367,Garret Guillemette,HOU,90,356,324,67,10,38,24,6,0.272,0.34,0.264,67,999
1368,Damon Keith,MIL,97,405,368,81,12,46,31,3,0.284,0.378,0.28,78,999
1369,Josh Moylan,NYY,122,474,418,84,8,43,47,6,0.289,0.309,0.263,67,999
1370,CJ Alexander,HOU,99,400,369,78,11,43,27,2,0.268,0.363,0.269,70,999
1371,Caleb Knight,,26,87,77,15,1,6,5,4,0.279,0.273,0.244,54,999
1372,Riley Adams,WSN,78,271,245,51,7,24,19,6,0.28,0.347,0.269,70,999
1373,Cortland Lawson,WSN,99,384,351,75,2,33,24,4,0.27,0.271,0.24,50,999
1374,Kobe Kato,,72,260,228,44,3,24,28,3,0.288,0.276,0.256,61,999
1375,Yamal Encarnacion,HOU,76,295,265,60,4,35,24,1,0.292,0.317,0.265,68,999
1376,Keshawn Ogans,ATL,108,396,357,79,2,32,27,9,0.291,0.286,0.251,57,999
1377,Nick Senzel,,95,353,317,69,8,37,30,4,0.292,0.341,0.273,73,999
1378,Devin Ortiz,CHC,109,445,399,88,5,44,34,5,0.289,0.291,0.252,60,999
1379,Marcus Brown,WSN,105,397,363,75,4,41,20,7,0.26,0.289,0.237,48,999
1380,Brennan Orf,TOR,49,192,165,31,2,21,24,3,0.302,0.291,0.266,69,999
1381,Damiano Palmegiani,,108,428,378,75,12,42,35,12,0.285,0.347,0.271,72,999
1382,Luken Baker,ARI,106,415,364,77,15,38,45,2,0.299,0.379,0.287,82,999
1383,Luis Pineda,,61,240,228,48,5,21,10,1,0.246,0.311,0.231,44,999
1384,Ricky Cabrera,CIN,92,387,348,79,8,42,21,11,0.291,0.351,0.275,69,999
1385,Rowdy Tellez,ATL,106,344,312,73,13,31,27,2,0.297,0.397,0.291,84,999
1386,Trace Willhoite,NYM,111,431,381,74,15,58,34,12,0.278,0.357,0.274,77,999
1387,David Fletcher,,91,325,305,67,2,24,15,2,0.259,0.275,0.226,40,999
1388,Jean Walters,ARI,95,333,300,65,2,29,18,1,0.262,0.297,0.24,49,999
1389,Imanol Vargas,,94,390,348,77,8,39,38,2,0.3,0.345,0.281,76,999
1390,Jacob Burke,CHW,94,349,312,67,3,35,22,10,0.286,0.292,0.255,60,999
1391,Jay Beshears,MIA,97,380,344,71,5,37,28,6,0.276,0.311,0.256,59,999
1392,Nic Kent,COL,111,401,361,84,3,36,24,7,0.291,0.302,0.261,50,999
1393,Eric Brown Jr.,MIL,87,353,321,64,4,36,25,5,0.266,0.277,0.239,50,999
1394,John Taylor,TEX,74,262,241,49,1,24,16,5,0.267,0.29,0.247,56,999
1395,Johnathon Thomas,WSN,109,373,333,72,2,43,16,11,0.274,0.288,0.249,57,999
1396,Logan Tanner,CIN,65,247,221,37,3,22,23,0,0.245,0.253,0.221,32,999
1397,Matt Lloyd,BOS,88,358,317,73,7,36,34,2,0.305,0.356,0.287,78,999
1398,Albert Almora Jr.,,86,341,315,76,3,35,20,2,0.289,0.333,0.265,66,999
1399,Ethan Workinger,ATL,127,504,464,109,13,56,35,3,0.292,0.375,0.278,75,999
1400,Trey Paige,STL,101,401,362,76,4,45,32,2,0.276,0.309,0.256,63,999
1401,Matt Coutney,LAA,112,451,407,90,12,42,33,6,0.287,0.366,0.282,77,999
1402,Kodey Shojinaga,PHI,90,355,317,66,1,31,33,4,0.29,0.262,0.244,51,999
1403,Bryce Arnold,,92,356,314,61,8,43,30,10,0.284,0.318,0.262,66,999
1404,Hunter Fitz-Gerald,SEA,98,406,375,83,7,40,28,3,0.281,0.339,0.264,73,999
1405,Lonnie White Jr.,PIT,94,385,344,71,9,46,29,10,0.286,0.34,0.273,71,999
1406,Onix Vega,NYM,61,224,201,42,2,21,19,2,0.281,0.279,0.24,53,999
1407,Jorge Soler,LAA,88,345,303,63,12,38,36,4,0.299,0.373,0.289,82,999
1408,Miguel Villarroel,STL,96,385,362,84,2,44,15,3,0.267,0.298,0.237,50,999
1409,Johnny Ascanio,CIN,107,385,330,71,4,35,32,6,0.294,0.288,0.26,59,999
1410,Wilfredo Lara,MIA,98,397,356,75,5,44,31,5,0.281,0.315,0.258,61,999
1411,Frainyer Chavez,TEX,108,404,363,78,4,40,33,3,0.284,0.287,0.249,58,999
1412,Stephen Paolini,,92,343,309,63,6,36,28,4,0.277,0.307,0.257,61,999
1413,Tyler Tolve,ATL,69,271,251,50,8,27,14,4,0.251,0.343,0.253,58,999
1414,Joe Redfield,,62,232,205,43,2,20,13,5,0.272,0.302,0.253,58,999
1415,Carter Howell,,105,441,401,91,4,46,28,7,0.288,0.314,0.261,64,999
1416,Jose Salas,MIN,102,369,333,74,7,39,19,5,0.273,0.345,0.263,65,999
1417,Daniel Cope,,35,135,121,26,2,12,11,2,0.289,0.322,0.267,55,999
1418,Gavin Conticello,ARI,129,537,489,114,9,51,40,6,0.298,0.356,0.283,79,999
1419,Tommy Hopfe,COL,115,461,408,94,8,42,29,16,0.304,0.341,0.282,65,999
1420,Hector Salas,HOU,84,323,281,60,2,37,29,3,0.293,0.292,0.261,65,999
1421,Jorel Ortega,MIN,112,418,375,78,9,43,35,4,0.281,0.333,0.27,70,999
1422,Mike Sirota,LAD,72,313,272,58,9,49,35,3,0.307,0.368,0.283,80,999
1423,Ronald Rosario,BOS,99,405,372,81,8,35,25,4,0.273,0.328,0.251,53,999
1424,Zach Evans,SDP,125,545,505,114,4,47,31,4,0.274,0.291,0.244,56,999
1425,Giancarlo Stanton,NYY,76,300,268,54,14,26,29,1,0.28,0.392,0.281,79,999
1426,Engelth Urena,NYY,111,474,422,79,11,54,41,8,0.27,0.303,0.245,55,999
1427,Mark Canha,,84,297,258,56,5,27,26,10,0.31,0.318,0.277,77,999
1428,Ryan McCarty,TOR,106,406,367,77,6,38,29,8,0.281,0.316,0.26,64,999
1429,Johnny Tincher,BAL,68,269,241,45,1,17,20,5,0.26,0.245,0.218,36,999
1430,Travis Jankowski,NYM,64,163,144,30,1,19,16,1,0.29,0.257,0.244,56,999
1431,Yeiner Fernandez,LAD,105,443,402,95,3,44,30,8,0.3,0.306,0.261,65,999
1432,Javier Báez,DET,95,353,334,75,7,35,12,5,0.261,0.341,0.253,58,999
1433,Will Verdung,ATL,90,365,329,74,0,32,31,2,0.293,0.271,0.247,54,999
1434,Jose Rojas,NYM,90,360,323,65,12,35,33,2,0.278,0.375,0.281,81,999
1435,Jeimer Candelario,LAA,93,373,336,66,10,35,28,6,0.268,0.345,0.263,65,999
1436,Caleb Pendleton,,32,103,100,18,2,8,3,0,0.204,0.26,0.189,14,999
1437,Jared Dickey,ATH,120,500,443,107,7,50,44,7,0.316,0.345,0.285,78,999
1438,Davis Diaz,ATH,95,407,361,74,1,35,35,8,0.287,0.266,0.243,49,999
1439,Alexander Vargas,,114,438,410,92,9,48,21,3,0.265,0.346,0.261,59,999
1440,Robert Brooks,,54,157,143,24,3,8,11,2,0.236,0.259,0.218,35,999
1441,Spencer Nivens,KCR,121,487,434,96,10,48,47,1,0.296,0.343,0.281,75,999
1442,Lyle Lin,,33,115,102,19,0,9,8,4,0.27,0.216,0.208,25,999
1443,Ryan Burrowes,CHW,121,475,428,94,7,61,31,9,0.284,0.311,0.254,59,999
1444,Troy Schreffler Jr.,,71,240,219,44,5,30,15,3,0.259,0.315,0.243,55,999
1445,Nick Biddison,PHI,79,312,277,55,6,30,23,10,0.283,0.307,0.264,65,999
1446,Luis Baez,HOU,98,410,383,92,10,41,23,1,0.283,0.379,0.277,76,999
1447,Joey Meneses,ATH,93,372,343,84,7,31,23,3,0.296,0.364,0.277,73,999
1448,Felix Reyes,PHI,108,419,396,101,11,50,15,3,0.284,0.399,0.281,77,999
1449,Garrett Pennington,DET,105,415,387,88,11,53,18,8,0.275,0.38,0.277,75,999
1450,Nate Mondou,SDP,98,411,361,82,4,36,37,6,0.307,0.316,0.274,77,999
1451,Adam Hall,,77,297,265,56,1,27,19,11,0.29,0.272,0.25,57,999
1452,Anthony Donofrio,SEA,91,349,314,59,3,33,29,4,0.264,0.277,0.24,56,999
1453,Myles Emmerson,,75,276,252,50,3,24,19,2,0.259,0.282,0.222,37,999
1454,Juan Yepez,,103,398,361,86,11,39,30,3,0.299,0.385,0.285,82,999
1455,Brady Allen,,105,415,374,78,9,43,33,5,0.28,0.34,0.265,67,999
1456,J.J. D'Orazio,LAA,86,337,312,68,4,28,19,2,0.265,0.304,0.233,44,999
1457,Carlos Pacheco,ATH,75,275,231,41,3,30,25,12,0.289,0.255,0.25,54,999
1458,Dairon Blanco,TEX,107,318,282,63,5,44,21,6,0.289,0.326,0.269,71,999
1459,Derlin Figueroa,KCR,127,531,481,105,9,55,39,3,0.279,0.32,0.262,62,999
1460,Ryan Galanie,CHW,113,457,418,98,11,47,27,7,0.289,0.368,0.277,75,999
1461,Aaron Zavala,TEX,111,477,416,87,9,50,50,6,0.3,0.327,0.278,78,999
1462,Ethan Murray,MIL,104,395,351,71,5,41,35,5,0.282,0.293,0.246,55,999
1463,Ben Newton,ATH,68,257,229,50,2,21,14,5,0.276,0.306,0.254,57,999
1464,Ryan Johnson,,81,308,282,52,7,30,18,7,0.25,0.298,0.238,49,999
1465,Justin Janas,,104,410,373,89,4,37,20,15,0.302,0.319,0.274,73,999
1466,Dylan Shockley,,46,148,131,21,1,11,11,4,0.245,0.198,0.19,15,999
1467,Blake Wright,COL,121,505,458,116,7,50,27,5,0.299,0.358,0.276,61,999
1468,Tucker Mitchell,TEX,74,271,251,49,4,21,13,6,0.251,0.287,0.229,43,999
1469,Brian O'Keefe,SEA,65,251,228,40,6,22,20,1,0.244,0.298,0.229,49,999
1470,Phillip Sikes,,97,373,335,67,7,41,27,8,0.273,0.316,0.261,60,999
1471,Jordan Sprinkle,CHW,101,403,353,73,2,43,32,5,0.281,0.258,0.243,51,999
1472,Je'Von Ward,TOR,103,396,347,70,8,51,45,1,0.293,0.329,0.274,74,999
1473,Kai Murphy,SDP,113,427,380,81,4,43,36,6,0.29,0.292,0.256,65,999
1474,Brody Moore,STL,112,412,379,86,2,43,22,4,0.275,0.288,0.244,55,999
1475,Caden Rose,BOS,90,308,272,50,6,35,22,12,0.274,0.29,0.251,53,999
1476,Ronaldo Hernández,,74,287,265,58,6,23,16,3,0.268,0.332,0.249,52,999
1477,Nate Rombach,WSN,80,304,284,55,5,24,17,1,0.24,0.299,0.221,37,999
1478,Chris Taylor,LAA,98,301,265,53,5,31,28,5,0.287,0.309,0.265,66,999
1479,Nate Nankil,ATH,125,533,486,117,2,55,34,10,0.302,0.309,0.261,61,999
1480,Diego Guzman,KCR,62,220,196,39,2,20,11,1,0.244,0.296,0.229,40,999
1481,Jake Cunningham,SDP,90,332,302,58,4,32,25,3,0.26,0.278,0.236,51,999
1482,Elias Díaz,KCR,82,269,246,54,5,22,18,2,0.277,0.321,0.253,56,999
1483,Jake Anchia,,69,259,244,47,5,24,10,3,0.232,0.295,0.225,40,999
1484,Darius Hill,,88,355,327,74,3,35,22,3,0.28,0.315,0.257,63,999
1485,Donovan Solano,,81,262,236,55,3,17,19,5,0.302,0.322,0.268,70,999
1486,Sam Praytor,MIA,55,200,177,34,3,14,16,3,0.269,0.277,0.232,43,999
1487,Sandy León,ATL,52,171,150,22,3,9,16,1,0.232,0.233,0.206,27,999
1488,Alex Mooney,CLE,125,470,412,84,5,51,37,7,0.277,0.299,0.252,59,999
1489,Yolmer Sánchez,LAA,94,357,311,58,3,31,37,4,0.28,0.254,0.241,49,999
1490,Josh Kross,STL,106,447,408,84,13,50,25,10,0.266,0.358,0.267,71,999
1491,Roberto Campos,DET,119,468,432,100,7,50,30,3,0.284,0.347,0.264,66,999
1492,Jacob Sharp,TOR,78,267,239,45,4,24,16,9,0.264,0.272,0.238,49,999
1493,Luis Marquez,TEX,84,300,277,60,4,28,17,4,0.27,0.31,0.249,57,999
1494,Kevin Kilpatrick Jr.,ATL,115,456,415,90,3,53,32,6,0.281,0.289,0.248,55,999
1495,Andrew Velazquez,ARI,107,349,318,61,6,36,21,1,0.243,0.289,0.232,46,999
1496,Jose Miranda,,105,399,367,81,8,33,24,5,0.276,0.338,0.255,64,999
1497,Andrew McCutchen,TEX,84,350,303,63,8,33,42,3,0.309,0.323,0.279,78,999
1498,Connor Caskenette,MIA,68,262,229,49,0,21,27,4,0.305,0.266,0.249,55,999
1499,Eduardo Lopez,,64,263,239,47,6,28,20,2,0.262,0.318,0.254,58,999
1500,Colin Houck,NYM,129,534,486,96,11,65,38,6,0.262,0.323,0.252,62,999
1501,Enmanuel Terrero,,68,269,241,51,5,31,18,2,0.27,0.311,0.255,58,999
1502,Nate Baez,BOS,100,398,358,86,8,44,31,6,0.309,0.374,0.295,83,999
1503,TT Bowens,NYM,95,362,331,70,11,36,25,4,0.273,0.36,0.27,72,999
1504,Bryan De La Cruz,PHI,117,447,415,98,14,42,27,2,0.284,0.381,0.28,76,999
1505,Justin Boyd,,32,118,104,17,0,11,10,2,0.25,0.212,0.213,33,999
1506,Joe Olsavsky,ATL,99,346,302,61,3,30,27,17,0.303,0.278,0.26,63,999
1507,Trey Mancini,LAA,81,315,286,63,8,32,21,5,0.283,0.346,0.269,69,999
1508,Drew Brutcher,HOU,111,449,409,91,4,44,36,2,0.287,0.308,0.259,63,999
1509,Luis Mieses,,107,432,409,91,10,36,18,2,0.257,0.355,0.255,62,999
1510,Emaarion Boyd,MIA,116,429,380,86,3,51,27,13,0.297,0.305,0.263,65,999
1511,Trayce Thompson,,85,312,279,54,7,29,29,2,0.272,0.326,0.261,60,999
1512,Junior Franco,ARI,99,367,339,81,6,35,24,2,0.292,0.348,0.275,73,999
1513,Adrian De Leon,ARI,90,353,306,53,4,28,31,9,0.266,0.255,0.222,37,999
1514,Colin Barber,,101,392,354,74,7,36,29,6,0.278,0.325,0.264,67,999
1515,Aeverson Arteaga,SFG,133,500,467,94,8,41,24,2,0.241,0.3,0.229,45,999
1516,Jaylen Palmer,NYM,119,438,391,75,11,48,40,6,0.276,0.315,0.261,66,999
1517,T.J. McCants,CHW,75,301,275,59,5,33,21,2,0.274,0.327,0.256,61,999
1518,Micah Pries,,89,351,317,66,8,39,24,7,0.277,0.347,0.268,70,999
1519,Samuel Munoz,LAD,125,550,494,106,14,61,46,3,0.282,0.352,0.272,73,999
1520,Nazzan Zanetello,BOS,93,408,363,68,9,48,38,6,0.275,0.309,0.259,59,999
1521,Ian Petrutz,STL,98,398,352,82,4,34,30,12,0.314,0.324,0.278,78,999
1522,Misael Urbina,,100,384,341,71,5,39,35,3,0.286,0.326,0.263,65,999
1523,Parker Chavers,,101,362,325,65,3,38,34,2,0.279,0.274,0.245,55,999
1524,Wady Mendez,TEX,80,254,229,47,3,26,22,2,0.28,0.288,0.252,59,999
1525,Garrett Cooper,,82,309,280,62,6,21,23,4,0.288,0.339,0.269,69,999
1526,Matt Higgins,,81,328,296,66,7,36,24,6,0.293,0.345,0.276,73,999
1527,John Cristino,NYY,61,207,192,35,4,29,7,6,0.232,0.292,0.223,39,999
1528,Drake Logan,CHW,92,351,322,71,6,39,22,6,0.282,0.32,0.264,66,999
1529,Christian Martin,STL,97,417,369,79,1,40,33,8,0.29,0.268,0.25,59,999
1530,Andrick Nava,MIL,62,229,208,42,2,14,18,1,0.266,0.274,0.234,47,999
1531,Ben McCabe,COL,57,202,179,30,0,12,9,12,0.254,0.229,0.217,20,999
1532,Nicolas Deschamps,,52,181,158,26,2,15,14,6,0.257,0.247,0.234,46,999
1533,Oscar Colás,,107,432,398,87,11,42,28,3,0.273,0.349,0.264,65,999
1534,Jalen Battles,,79,284,262,53,2,30,15,4,0.255,0.26,0.221,36,999
1535,Albert Fabian,SDP,86,354,324,71,11,37,23,5,0.28,0.373,0.277,79,999
1536,Nelly Taylor,BOS,119,507,447,92,7,55,54,3,0.294,0.322,0.271,67,999
1537,Victor Acosta,CIN,112,454,396,82,3,45,31,15,0.289,0.28,0.254,54,999
1538,Eriandys Ramon,CHC,65,249,236,45,3,26,10,3,0.233,0.288,0.227,43,999
1539,Cameron Decker,LAD,79,330,294,54,11,36,27,6,0.264,0.35,0.267,69,999
1540,Darick Hall,,89,358,326,70,9,29,27,3,0.279,0.337,0.265,65,999
1541,Connor Joe,SEA,95,326,285,58,4,34,35,5,0.301,0.312,0.27,77,999
1542,Drew Compton,ATL,113,433,397,93,4,36,33,1,0.293,0.32,0.267,68,999
1543,Tre Richardson III,STL,93,375,343,73,2,37,25,6,0.277,0.28,0.242,53,999
1544,Bryce Willits,,94,371,337,72,4,33,29,2,0.278,0.294,0.252,58,999
1545,Omar De Los Santos,,99,351,327,66,10,44,16,5,0.249,0.343,0.252,62,999
1546,Tommy Pham,BAL,82,321,286,65,5,32,30,2,0.302,0.329,0.273,70,999
1547,Garrett Howe,CLE,108,407,362,73,3,40,33,5,0.275,0.26,0.243,53,999
1548,Reivaj Garcia,,108,436,405,97,1,44,20,2,0.276,0.296,0.244,55,999
1549,Ronald Hernandez,NYM,110,432,392,81,6,45,33,5,0.275,0.298,0.244,56,999
1550,Tim Anderson,,85,329,311,73,2,30,13,3,0.271,0.289,0.239,48,999
1551,Luis Verdugo,SDP,101,384,351,71,4,30,25,2,0.257,0.282,0.229,46,999
1552,Jacob Berry,MIA,122,479,433,101,7,49,35,7,0.299,0.349,0.28,76,999
1553,Quincy Scott,TEX,97,342,305,63,3,28,27,5,0.28,0.275,0.245,55,999
1554,Geraldo Quintero,,114,451,402,89,7,51,40,7,0.302,0.326,0.276,74,999
1555,Kyle Hess,,86,277,247,49,3,28,24,5,0.282,0.304,0.258,61,999
1556,Michael Curialle,,94,360,325,69,4,39,20,12,0.281,0.308,0.251,60,999
1557,Wade Stauss,,30,101,86,12,0,5,9,5,0.26,0.163,0.207,29,999
1558,Michael Conforto,CHC,99,362,317,64,9,38,37,6,0.296,0.331,0.27,72,999
1559,Maikol Escotto,,91,341,319,69,6,41,14,4,0.257,0.32,0.245,52,999
1560,Ivan Brethowr,PIT,110,440,376,75,6,59,41,22,0.314,0.293,0.274,72,999
1561,Max Burt,DET,93,318,290,55,4,37,18,6,0.25,0.279,0.226,40,999
1562,Andy Yerzy,STL,64,237,214,41,4,17,20,2,0.266,0.29,0.241,53,999
1563,Sam Brown,WSN,131,512,459,107,7,45,40,8,0.303,0.344,0.276,75,999
1564,Matthew Batten,,102,399,362,72,6,36,30,3,0.264,0.293,0.244,53,999
1565,Cal Conley,ATL,120,492,453,101,4,53,28,3,0.272,0.298,0.244,53,999
1566,Caden Connor,CHW,125,498,448,107,7,50,40,3,0.302,0.33,0.271,71,999
1567,Bennett Lee,DET,68,250,222,31,4,20,22,4,0.228,0.225,0.201,23,999
1568,William Lugo,,116,455,413,88,8,41,34,5,0.279,0.322,0.26,62,999
1569,Drew Bowser,CHC,97,361,324,61,6,38,32,4,0.269,0.293,0.243,54,999
1570,Axel Sanchez,SEA,86,327,292,54,6,31,24,6,0.258,0.288,0.239,56,999
1571,Andrew Miller,,63,229,210,36,4,22,15,2,0.231,0.257,0.214,38,999
1572,Alex De Goti,,90,338,297,58,2,30,31,4,0.278,0.259,0.236,49,999
1573,Justin Gonzales,BOS,102,436,400,100,7,46,28,6,0.307,0.37,0.285,77,999
1574,Boston Baro,NYM,116,497,461,102,5,53,30,2,0.27,0.315,0.252,61,999
1575,Jefferson Valladares,,72,266,239,49,5,23,13,12,0.278,0.326,0.255,60,999
1576,Jacob Wetzel,,88,346,308,60,7,39,33,3,0.278,0.325,0.263,66,999
1577,Jordan Nwogu,CHC,99,376,343,73,6,38,22,8,0.274,0.309,0.255,62,999
1578,Wes Kath,CHW,100,392,359,70,9,39,24,7,0.258,0.318,0.25,57,999
1579,Jacob Stallings,BAL,60,193,173,32,3,14,14,4,0.26,0.277,0.227,42,999
1580,Marvin Alcantara,BOS,132,541,503,117,3,54,31,3,0.279,0.292,0.25,53,999
1581,Lizandro Espinoza,ATL,119,460,422,83,11,56,26,5,0.25,0.327,0.246,53,999
1582,Omar Hernandez,KCR,84,323,296,63,1,28,14,3,0.254,0.27,0.222,35,999
1583,Yohairo Cuevas,NYM,116,462,408,83,3,46,45,7,0.292,0.284,0.255,64,999
1584,Wilman Diaz,,96,354,323,69,5,39,23,4,0.273,0.322,0.253,60,999
1585,Aaron Sabato,MIN,101,403,365,77,12,35,31,5,0.28,0.362,0.272,71,999
1586,Tyler Hardman,NYY,106,411,376,75,15,45,30,2,0.26,0.367,0.263,67,999
1587,Sebastián Rivero,LAA,84,286,263,54,4,23,13,4,0.252,0.304,0.234,45,999
1588,Trevor Austin,HOU,109,432,385,77,4,37,35,11,0.285,0.291,0.254,60,999
1589,Elijah Nunez,WSN,76,287,252,53,1,32,30,3,0.3,0.266,0.261,64,999
1590,Daniel Vazquez,KCR,127,524,472,109,2,56,42,1,0.293,0.301,0.252,55,999
1591,Rodolfo Nolasco,,99,409,368,74,10,38,33,5,0.274,0.329,0.257,64,999
1592,Edwin Amparo,BAL,98,381,342,71,7,35,32,3,0.28,0.319,0.264,68,999
1593,Coby Morales,NYY,120,483,447,102,8,48,31,4,0.284,0.338,0.265,68,999
1594,Bennett Hostetler,MIA,73,266,237,48,3,24,18,8,0.279,0.287,0.245,52,999
1595,Luke Davis,PHI,90,327,273,46,7,27,49,3,0.3,0.267,0.258,61,999
1596,Nick Cimillo,PIT,112,425,386,83,14,39,31,5,0.281,0.396,0.285,79,999
1597,Willy Vasquez,BAL,104,399,377,88,8,39,19,2,0.273,0.358,0.265,68,999
1598,Dylan Dreiling,TEX,114,497,450,95,12,46,43,1,0.28,0.351,0.272,73,999
1599,Johnny Olmstead,MIA,123,478,436,94,10,63,31,5,0.274,0.342,0.266,66,999
1600,Hudson Head,,90,342,312,61,5,36,22,5,0.259,0.298,0.244,51,999
1601,Cam Fisher,,82,310,268,46,11,33,33,5,0.273,0.332,0.271,72,999
1602,Jacob Nottingham,SEA,56,223,200,33,4,19,14,8,0.247,0.265,0.221,43,999
1603,Eric Rataczak,MIA,89,341,303,64,5,30,32,3,0.29,0.307,0.264,65,999
1604,Adam Frazier,LAA,102,338,307,68,4,32,22,5,0.283,0.306,0.257,61,999
1605,Andrew Jenkins,DET,98,401,371,85,7,47,22,7,0.284,0.337,0.269,69,999
1606,Guillermo Williamson,,67,263,237,51,8,21,23,2,0.289,0.354,0.265,70,999
1607,J.R. Freethy,TOR,95,398,345,70,5,50,42,10,0.307,0.293,0.27,71,999
1608,Yonatan Henriquez,NYM,121,466,421,90,8,58,40,2,0.284,0.325,0.259,66,999
1609,Josh Hood,SEA,112,460,427,85,11,53,29,2,0.252,0.319,0.241,57,999
1610,Wilber Sanchez,,83,300,274,50,3,27,21,3,0.247,0.252,0.216,33,999
1611,Carter Cunningham,TOR,102,415,362,69,13,53,44,5,0.284,0.343,0.277,76,999
1612,Kyle Nevin,LAD,102,416,379,85,9,48,30,4,0.286,0.346,0.264,67,999
1613,Randal Grichuk,CHW,100,317,292,64,9,36,20,3,0.274,0.366,0.271,72,999
1614,Zach Kokoska,COL,93,355,319,66,11,43,25,8,0.28,0.367,0.28,63,999
1615,Seth Beer,,86,357,318,68,8,32,25,11,0.291,0.333,0.27,69,999
1616,Mike Ford,,88,315,277,57,8,27,33,4,0.298,0.332,0.277,75,999
1617,Tyler Wilson,NYY,97,395,360,81,6,38,32,1,0.289,0.306,0.262,66,999
1618,Cole Roberts,,41,133,118,22,0,12,11,0,0.254,0.203,0.202,23,999
1619,Cody Morissette,MIA,103,408,370,73,7,41,28,3,0.257,0.3,0.242,50,999
1620,Ali Camarillo,ATH,109,468,428,96,1,35,29,4,0.277,0.278,0.234,43,999
1621,Anderson De Los Santos,BAL,120,457,403,86,9,39,41,7,0.296,0.335,0.272,74,999
1622,Aidan Longwell,COL,111,476,434,107,8,44,31,5,0.302,0.369,0.288,69,999
1623,Peyton Williams,TOR,95,379,347,73,10,35,27,3,0.272,0.346,0.261,65,999
1624,DJ Gladney,NYY,111,452,424,93,16,49,21,4,0.262,0.387,0.267,70,999
1625,Cade Bunnell,,94,350,310,54,7,26,37,2,0.266,0.284,0.245,53,999
1626,Mac Guscette,ATL,80,292,266,52,2,18,18,5,0.257,0.274,0.228,41,999
1627,Nick Pratto,TEX,112,429,379,75,10,44,40,5,0.281,0.325,0.265,68,999
1628,Alec Makarewicz,CHW,111,446,414,87,10,42,27,2,0.26,0.343,0.258,62,999
1629,Oliver Carrillo,,82,330,294,57,9,34,28,6,0.276,0.33,0.264,67,999
1630,Jacob Buchberger,,98,387,354,75,6,42,30,2,0.276,0.302,0.25,59,999
